# Weather station Philadelphia (airport), USA, WMO_ID=72408,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72408&lang=en
#
"Local time in Philadelfia (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.01.2019 01:00";"-2.2";"766.9";"768.4";"-0.6";"56";"Wind blowing from the north-east";"7";"";"";"100%.";" ";"";"";"-2.8";"-1.1";"";"";"600-1000";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"13.01.2019 22:00";"-1.7";"767.5";"769.0";"";"56";"Wind blowing from the north-east";"5";"";"";"50%.";" ";"";"";"-2.8";"-1.1";"";"";"2000-2500";"";"";"16.0";"-9.4";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 19:00";"-1.7";"767.5";"769.0";"-1.5";"56";"Wind blowing from the north-east";"5";"";"";"50%.";" ";"";"";"-2.8";"-1.1";"";"";"2000-2500";"";"";"16.0";"-9.4";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 16:00";"-1.7";"769.0";"770.5";"";"75";"Wind blowing from the north-east";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-2.8";"-1.1";"";"";"300-600";"";"";"16.0";"-5.6";"0.3";"6";"";"";"";"";
"13.01.2019 13:00";"-1.7";"769.0";"770.5";"-2.2";"75";"Wind blowing from the north-east";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-2.8";"-1.1";"";"";"300-600";"";"";"16.0";"-5.6";"0.3";"6";"";"";"";"";
"13.01.2019 10:00";"-2.8";"771.2";"772.9";"";"89";"Wind blowing from the north-east";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-2.8";"1.7";"";"";"300-600";"";"";"9.0";"-4.4";"1.0";"6";"";"";"";"";
"13.01.2019 07:00";"-2.8";"771.2";"772.9";"";"89";"Wind blowing from the north-east";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-2.8";"1.7";"";"";"300-600";"";"";"9.0";"-4.4";"1.0";"6";"";"";"";"";
"13.01.2019 04:00";"-2.8";"772.8";"774.4";"";"92";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-5.6";"0.6";"";"";"200-300";"";"";"4.0";"-3.9";"2.0";"6";"";"";"";"";
"13.01.2019 01:00";"-2.8";"772.8";"774.4";"";"92";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-5.6";"0.6";"";"";"200-300";"";"";"4.0";"-3.9";"2.0";"6";"";"";"";"";
"12.01.2019 19:00";"0.6";"773.8";"775.4";"0.0";"38";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"-5.5";"1.7";"";"";"1500-2000";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"12.01.2019 16:00";"0.6";"773.8";"775.3";"";"28";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"-5.6";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-16.1";"";"";"";"";"";"";
"12.01.2019 13:00";"0.6";"773.8";"775.3";"-0.3";"28";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"-5.6";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-16.1";"";"";"";"";"";"";
"12.01.2019 10:00";"-5.0";"774.1";"775.6";"";"44";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"-5.6";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"12.01.2019 07:00";"-5.0";"774.1";"775.6";"";"44";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"-5.6";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"12.01.2019 01:00";"-4.4";"772.3";"774.0";"";"48";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"-4.4";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"11.01.2019 19:00";"-0.6";"770.2";"771.8";"";"33";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"-2.8";"1.1";"";"";"";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"11.01.2019 13:00";"-0.6";"767.9";"769.6";"1.7";"31";"Wind blowing from the west-northwest";"9";"";"";"70 – 80%.";" ";"";"";"-3.3";"0.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"11.01.2019 10:00";"-2.8";"766.2";"767.8";"";"53";"Wind blowing from the north-northwest";"7";"20";"";"20–30%.";" ";"";"";"-2.8";"3.9";"";"";"1000-1500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"11.01.2019 07:00";"-2.8";"766.2";"767.8";"";"53";"Wind blowing from the north-northwest";"7";"10";"";"20–30%.";" ";"";"";"-2.8";"3.9";"";"";"1000-1500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"11.01.2019 04:00";"-1.1";"762.6";"764.1";"";"54";"Wind blowing from the north-west";"7";"20";"";"100%.";" ";"";"";"-1.1";"1.1";"";"";"1000-1500";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"11.01.2019 01:00";"-1.1";"762.6";"764.1";"";"54";"Wind blowing from the north-west";"7";"10";"";"100%.";" ";"";"";"-1.1";"1.1";"";"";"1000-1500";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"10.01.2019 22:00";"1.1";"760.1";"761.8";"";"48";"Wind blowing from the west-northwest";"6";"23";"";"no clouds";" ";"";"";"-0.5";"3.9";"";"";"";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"10.01.2019 19:00";"1.1";"760.1";"761.8";"";"48";"Wind blowing from the west-northwest";"6";"12";"";"no clouds";" ";"";"";"-0.5";"3.9";"";"";"";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"10.01.2019 13:00";"2.8";"756.1";"757.6";"1.3";"39";"Wind blowing from the north-west";"9";"15";"";"70 – 80%.";" ";"";"";"0.0";"2.8";"";"";"1000-1500";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"10.01.2019 10:00";"0.0";"754.8";"756.4";"";"47";"Wind blowing from the west";"8";"24";"";"70 – 80%.";" ";"";"";"-0.6";"8.3";"";"";"1000-1500";"";"";"16.0";"-10.0";"Trace of precipitation";"6";"";"";"";"";
"10.01.2019 07:00";"0.0";"754.8";"756.4";"";"47";"Wind blowing from the west";"8";"12";"";"70 – 80%.";" ";"";"";"-0.6";"8.3";"";"";"1000-1500";"";"";"16.0";"-10.0";"Trace of precipitation";"6";"";"";"";"";
"10.01.2019 01:00";"1.1";"754.0";"755.6";"";"61";"Wind blowing from the west";"7";"13";"";"70 – 80%.";" ";"";"";"1.1";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"09.01.2019 22:00";"3.3";"754.0";"755.5";"";"48";"Wind blowing from the west";"8";"20";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"1000-1500";"";"";"16.0";"-6.7";"Trace of precipitation";"6";"";"";"";"";
"09.01.2019 19:00";"3.3";"754.0";"755.5";"2.5";"48";"Wind blowing from the west";"8";"10";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"1000-1500";"";"";"16.0";"-6.7";"Trace of precipitation";"6";"";"";"";"";
"09.01.2019 16:00";"7.8";"751.5";"753.0";"";"51";"Wind blowing from the west";"13";"";"";"50%.";" ";"";"";"5.0";"7.8";"";"";"1000-1500";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"09.01.2019 13:00";"7.8";"751.5";"753.0";"-1.0";"51";"Wind blowing from the west";"13";"17";"";"50%.";" ";"";"";"5.0";"7.8";"";"";"1000-1500";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"09.01.2019 10:00";"5.6";"752.5";"754.1";"";"60";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"5.0";"7.8";"";"";"1500-2000";"";"";"16.0";"-1.7";"0.3";"6";"";"";"";"";
"09.01.2019 07:00";"5.6";"752.5";"754.1";"";"60";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"5.0";"7.8";"";"";"1500-2000";"";"";"16.0";"-1.7";"0.3";"6";"";"";"";"";
"09.01.2019 04:00";"6.7";"751.0";"752.6";"";"93";"Wind blowing from the north-west";"5";"";"";"100%.";" ";"";"";"";"7.2";"";"";"1000-1500";"";"";"16.0";"5.6";"4.0";"6";"";"";"";"";
"09.01.2019 01:00";"6.7";"751.0";"752.6";"-2.7";"93";"Wind blowing from the north-west";"5";"";"";"100%.";" ";"";"";"";"7.2";"";"";"1000-1500";"";"";"16.0";"5.6";"4.0";"6";"";"";"";"";
"08.01.2019 22:00";"5.0";"753.7";"755.2";"";"96";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"0.6";"7.8";"";"";"300-600";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.01.2019 19:00";"5.0";"753.7";"755.2";"";"96";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"0.6";"7.8";"";"";"300-600";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.01.2019 13:00";"5.6";"758.1";"759.7";"-4.5";"89";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"0.6";"5.6";"";"";"200-300";"";"";"8.0";"3.9";"";"";"";"";"";"";
"08.01.2019 12:00";"5.6";"758.1";"759.7";"";"89";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"0.6";"5.6";"";"";"200-300";"";"";"8.0";"3.9";"";"";"";"";"";"";
"08.01.2019 10:00";"2.8";"762.6";"764.3";"";"93";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"2.8";"";"";"100-200";"";"";"16.0";"1.7";"2.0";"6";"";"";"";"";
"08.01.2019 07:00";"2.8";"762.6";"764.3";"-4.9";"93";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"2.8";"";"";"100-200";"";"";"16.0";"1.7";"2.0";"6";"";"";"";"";
"08.01.2019 06:00";"2.8";"762.6";"764.3";"";"93";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"2.8";"";"";"100-200";"";"";"16.0";"1.7";"2.0";"6";"";"";"";"";
"08.01.2019 04:00";"1.1";"767.5";"769.1";"";"73";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"1.1";"";"";"600-1000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"08.01.2019 01:00";"1.1";"767.5";"769.1";"-2.4";"73";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"1.1";"";"";"600-1000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"08.01.2019 00:00";"1.1";"767.5";"769.1";"";"73";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"1.1";"";"";"600-1000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"07.01.2019 22:00";"0.6";"769.9";"771.6";"";"52";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"-1.6";"1.7";"";"";"2000-2500";"";"";"16.0";"-8.3";"0.5";"6";"";"";"";"";
"07.01.2019 19:00";"0.6";"769.9";"771.6";"-2.1";"52";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"-1.6";"1.7";"";"";"2000-2500";"";"";"16.0";"-8.3";"0.5";"6";"";"";"";"";
"07.01.2019 18:00";"0.6";"769.9";"771.6";"";"52";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"-1.6";"1.7";"";"";"2000-2500";"";"";"16.0";"-8.3";"0.5";"6";"";"";"";"";
"07.01.2019 16:00";"0.6";"772.0";"773.5";"";"36";"";"2";"";"";"100%.";" ";"";"";"-2.2";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"07.01.2019 13:00";"0.6";"772.0";"773.5";"";"36";"";"2";"";"";"100%.";" ";"";"";"-2.2";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"07.01.2019 12:00";"0.6";"772.0";"773.5";"";"36";"";"2";"";"";"100%.";" ";"";"";"-2.2";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"07.01.2019 10:00";"-1.7";"772.8";"774.4";"";"56";"Wind blowing from the north";"4";"14";"";"70 – 80%.";" ";"";"";"-1.7";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"07.01.2019 07:00";"-1.7";"772.8";"774.4";"3.1";"56";"Wind blowing from the north";"4";"7";"";"70 – 80%.";" ";"";"";"-1.7";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"07.01.2019 06:00";"-1.7";"772.8";"774.4";"";"56";"Wind blowing from the north";"4";"14";"";"70 – 80%.";" ";"";"";"-1.7";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"07.01.2019 04:00";"0.6";"769.7";"771.3";"";"54";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"0.0";"7.2";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"07.01.2019 01:00";"0.6";"769.7";"771.3";"4.6";"54";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"0.0";"7.2";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"07.01.2019 00:00";"0.6";"769.7";"771.3";"";"54";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"0.0";"7.2";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"06.01.2019 22:00";"6.1";"765.1";"766.9";"";"38";"Wind blowing from the north-west";"6";"";"";"20–30%.";" ";"";"";"2.8";"11.1";"";"";"1500-2000";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"06.01.2019 19:00";"6.1";"765.1";"766.9";"5.5";"38";"Wind blowing from the north-west";"6";"";"";"20–30%.";" ";"";"";"2.8";"11.1";"";"";"1500-2000";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"06.01.2019 18:00";"6.1";"765.1";"766.9";"";"38";"Wind blowing from the north-west";"6";"";"";"20–30%.";" ";"";"";"2.8";"11.1";"";"";"1500-2000";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"06.01.2019 16:00";"10.6";"759.6";"761.3";"";"38";"Wind blowing from the north-west";"11";"";"";"50%.";" ";"";"";"6.1";"10.6";"";"";"1500-2000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"06.01.2019 13:00";"10.6";"759.6";"761.3";"1.8";"38";"Wind blowing from the north-west";"11";"17";"";"50%.";" ";"";"";"6.1";"10.6";"";"";"1500-2000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"06.01.2019 12:00";"10.6";"759.6";"761.3";"";"38";"Wind blowing from the north-west";"11";"";"";"50%.";" ";"";"";"6.1";"10.6";"";"";"1500-2000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"06.01.2019 10:00";"6.1";"757.8";"759.3";"";"80";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"";"8.3";"";"";"1000-1500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"06.01.2019 07:00";"6.1";"757.8";"759.3";"";"80";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"";"8.3";"";"";"1000-1500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"06.01.2019 06:00";"6.1";"757.8";"759.3";"";"80";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"";"8.3";"";"";"1000-1500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"06.01.2019 01:00";"7.2";"755.2";"756.7";"";"66";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"8.3";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"06.01.2019 00:00";"7.2";"755.2";"756.7";"";"66";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"8.3";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"05.01.2019 19:00";"7.8";"752.2";"753.9";"";"77";"Wind blowing from the north-west";"6";"";"";"no clouds";" ";"";"";"5.6";"8.3";"";"";"";"";"";"16.0";"3.9";"3.0";"6";"";"";"";"";
"05.01.2019 13:00";"7.2";"746.2";"747.8";"";"97";"Wind blowing from the north-west";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"6.1";"7.8";"";"";"100-200";"";"";"2.0";"6.7";"4.0";"6";"";"";"";"";
"05.01.2019 07:00";"6.7";"747.1";"748.6";"";"96";"Wind blowing from the north-east";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"5.6";"7.2";"";"";"100-200";"";"";"4.8";"6.1";"4.0";"6";"";"";"";"";
"05.01.2019 01:00";"6.1";"752.8";"754.3";"";"97";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"7.2";"";"";"100-200";"";"";"4.8";"5.6";"4.0";"6";"";"";"";"";
"04.01.2019 19:00";"6.7";"757.0";"758.7";"";"79";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"-0.5";"7.2";"";"";"600-1000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"04.01.2019 13:00";"6.7";"759.8";"761.4";"";"68";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"0.6";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"04.01.2019 07:00";"0.6";"761.6";"763.3";"";"85";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"-0.6";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"04.01.2019 01:00";"1.1";"761.8";"763.4";"";"73";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"0.6";"5.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"03.01.2019 19:00";"3.9";"761.8";"763.4";"";"62";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"3.9";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"03.01.2019 13:00";"7.2";"759.6";"761.2";"";"46";"Wind blowing from the north-west";"7";"11";"";"70 – 80%.";" ";"";"";"4.4";"7.8";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"03.01.2019 07:00";"5.6";"758.1";"759.7";"";"82";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"4.4";"6.1";"";"";"300-600";"";"";"16.0";"2.8";"";"";"";"";"";"";
"03.01.2019 01:00";"5.0";"761.4";"763.0";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"2.8";"6.1";"";"";"600-1000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"02.01.2019 19:00";"4.4";"766.2";"767.7";"";"68";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"2.8";"6.1";"";"";"600-1000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"02.01.2019 13:00";"5.6";"767.9";"769.6";"";"60";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"2.8";"6.1";"";"";"1500-2000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"02.01.2019 07:00";"4.4";"767.9";"769.6";"";"68";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"2.8";"16.1";"";"";"1000-1500";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"02.01.2019 01:00";"6.1";"765.7";"767.2";"";"63";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"6.1";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"01.01.2019 19:00";"9.4";"763.6";"765.3";"";"52";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"";"9.4";"16.1";"";"";"1000-1500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"01.01.2019 13:00";"12.8";"758.1";"759.5";"";"49";"Wind blowing from the west-northwest";"11";"16";"";"70 – 80%.";" ";"";"";"6.1";"16.1";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"01.01.2019 07:00";"14.4";"753.2";"754.7";"";"87";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"6.7";"14.4";"";"";"300-600";"";"";"16.0";"12.2";"1.0";"6";"";"";"";"";
"01.01.2019 01:00";"11.1";"754.3";"755.9";"";"97";"Wind blowing from the south-west";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.7";"11.1";"";"";"100-200";"";"";"12.0";"10.6";"12.0";"6";"";"";"";"";
"31.12.2018 19:00";"6.7";"761.8";"763.5";"";"93";"Wind blowing from the east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.7";"7.8";"";"";"200-300";"";"";"11.0";"5.6";"7.0";"6";"";"";"";"";
"31.12.2018 13:00";"7.8";"766.7";"768.2";"";"83";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.7";"7.8";"";"";"300-600";"";"";"16.0";"5.0";"Trace of precipitation";"6";"";"";"";"";
"31.12.2018 07:00";"1.7";"769.0";"770.5";"";"93";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"31.12.2018 01:00";"1.7";"767.9";"769.5";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"1.1";"3.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"30.12.2018 19:00";"3.9";"766.9";"768.6";"";"70";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"1.1";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"30.12.2018 13:00";"6.1";"764.9";"766.5";"";"56";"";"2";"";"";"70 – 80%.";" ";"";"";"2.2";"6.1";"";"";"1000-1500";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"30.12.2018 07:00";"2.2";"766.2";"767.8";"";"73";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"1.1";"11.7";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"30.12.2018 01:00";"2.8";"765.4";"767.0";"";"70";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"2.8";"11.1";"";"";"1500-2000";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"29.12.2018 19:00";"6.1";"765.9";"767.6";"";"56";"Wind blowing from the west-northwest";"5";"";"";"70 – 80%.";" ";"";"";"6.1";"10.6";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"29.12.2018 13:00";"10.0";"762.4";"763.9";"";"50";"Wind blowing from the north-northwest";"9";"11";"";"70 – 80%.";" ";"";"";"8.3";"11.1";"";"";"1000-1500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"29.12.2018 07:00";"8.3";"760.3";"761.9";"";"97";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"7.2";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"29.12.2018 01:00";"11.1";"757.6";"759.1";"";"100";"Wind blowing from the west-southwest";"5";"";"";"100%.";"Mist. ";"";"";"5.0";"12.8";"";"";"100-200";"";"";"1.6";"11.1";"";"";"";"";"";"";
"28.12.2018 19:00";"12.8";"758.3";"759.9";"";"96";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"5.0";"15.6";"";"";"200-300";"";"";"16.0";"12.2";"9.0";"6";"";"";"";"";
"28.12.2018 13:00";"14.4";"758.8";"760.4";"";"97";"Wind blowing from the south-southwest";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.0";"14.4";"";"";"200-300";"";"";"16.0";"13.9";"23.0";"6";"";"";"";"";
"28.12.2018 07:00";"7.8";"765.1";"766.7";"";"96";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"5.0";"8.9";"";"";"100-200";"";"";"6.0";"7.2";"11.0";"6";"";"";"";"";
"28.12.2018 01:00";"5.6";"769.9";"771.5";"";"89";"Wind blowing from the east";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"-0.5";"6.1";"";"";"300-600";"";"";"6.0";"3.9";"0.3";"6";"";"";"";"";
"27.12.2018 19:00";"5.0";"774.1";"775.6";"";"65";"Wind blowing from the east-southeast";"4";"";"";"70 – 80%.";" ";"";"";"-0.5";"8.9";"";"";"2000-2500";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"27.12.2018 13:00";"7.8";"775.0";"776.6";"";"51";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"-1.1";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"27.12.2018 07:00";"-0.6";"775.6";"777.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-0.6";"7.2";"";"";"";"";"";"11.0";"-1.7";"";"";"";"";"";"";
"27.12.2018 01:00";"1.1";"773.5";"775.1";"";"82";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"-1.6";"5.0";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"26.12.2018 19:00";"5.0";"773.2";"774.9";"";"62";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"-1.6";"7.2";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"26.12.2018 13:00";"6.1";"772.3";"773.8";"";"49";"Wind blowing from the west-southwest";"6";"";"";"20–30%.";" ";"";"";"-0.6";"6.1";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"26.12.2018 07:00";"0.0";"773.0";"774.5";"";"64";"";"3";"";"";"70 – 80%.";" ";"";"";"-1.7";"5.6";"";"";"2000-2500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"26.12.2018 01:00";"1.1";"770.8";"772.4";"";"61";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"-1.0";"3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"25.12.2018 19:00";"2.8";"769.5";"771.1";"";"52";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"-1.0";"5.6";"";"";"1000-1500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"25.12.2018 13:00";"4.4";"767.7";"769.4";"";"45";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"-0.6";"5.0";"";"";"1000-1500";"";"";"16.0";"-6.7";"";"";"";"";"";"";
